method,class_id,prompt,seed,ratio,beta,image_path,time_sec,peak_mem_gb
tome,367,a photo of a chimpanzee,1,0.5,0.0,generated/tome/class_0367_seed1_a_photo_of_a_chimpanzee.png,3.0127,4.8920
tome,368,a photo of a gibbon,0,0.5,0.0,generated/tome/class_0368_seed0_a_photo_of_a_gibbon.png,3.0131,4.8920
tome,368,a photo of a gibbon,1,0.5,0.0,generated/tome/class_0368_seed1_a_photo_of_a_gibbon.png,3.0184,4.8920
tome,369,a photo of a siamang,0,0.5,0.0,generated/tome/class_0369_seed0_a_photo_of_a_siamang.png,3.0114,4.8920
tome,369,a photo of a siamang,1,0.5,0.0,generated/tome/class_0369_seed1_a_photo_of_a_siamang.png,3.0198,4.8920
tome,370,a photo of a guenon,0,0.5,0.0,generated/tome/class_0370_seed0_a_photo_of_a_guenon.png,3.0154,4.8920
tome,370,a photo of a guenon,1,0.5,0.0,generated/tome/class_0370_seed1_a_photo_of_a_guenon.png,3.0148,4.8920
tome,371,a photo of a patas,0,0.5,0.0,generated/tome/class_0371_seed0_a_photo_of_a_patas.png,3.0206,4.8920
tome,371,a photo of a patas,1,0.5,0.0,generated/tome/class_0371_seed1_a_photo_of_a_patas.png,3.0150,4.8920
tome,372,a photo of a baboon,0,0.5,0.0,generated/tome/class_0372_seed0_a_photo_of_a_baboon.png,3.0087,4.8920
tome,372,a photo of a baboon,1,0.5,0.0,generated/tome/class_0372_seed1_a_photo_of_a_baboon.png,3.0126,4.8920
tome,373,a photo of a macaque,0,0.5,0.0,generated/tome/class_0373_seed0_a_photo_of_a_macaque.png,3.0135,4.8920
tome,373,a photo of a macaque,1,0.5,0.0,generated/tome/class_0373_seed1_a_photo_of_a_macaque.png,3.0148,4.8920
tome,374,a photo of a langur,0,0.5,0.0,generated/tome/class_0374_seed0_a_photo_of_a_langur.png,3.0292,4.8920
tome,374,a photo of a langur,1,0.5,0.0,generated/tome/class_0374_seed1_a_photo_of_a_langur.png,3.0117,4.8920
tome,375,a photo of a colobus,0,0.5,0.0,generated/tome/class_0375_seed0_a_photo_of_a_colobus.png,3.0140,4.8920
tome,375,a photo of a colobus,1,0.5,0.0,generated/tome/class_0375_seed1_a_photo_of_a_colobus.png,3.0157,4.8920
tome,376,a photo of a proboscis monkey,0,0.5,0.0,generated/tome/class_0376_seed0_a_photo_of_a_proboscis_monkey.png,3.0142,4.8920
tome,376,a photo of a proboscis monkey,1,0.5,0.0,generated/tome/class_0376_seed1_a_photo_of_a_proboscis_monkey.png,3.0151,4.8920
tome,377,a photo of a marmoset,0,0.5,0.0,generated/tome/class_0377_seed0_a_photo_of_a_marmoset.png,3.0159,4.8920
tome,377,a photo of a marmoset,1,0.5,0.0,generated/tome/class_0377_seed1_a_photo_of_a_marmoset.png,3.0187,4.8920
tome,378,a photo of a capuchin,0,0.5,0.0,generated/tome/class_0378_seed0_a_photo_of_a_capuchin.png,3.0163,4.8920
tome,378,a photo of a capuchin,1,0.5,0.0,generated/tome/class_0378_seed1_a_photo_of_a_capuchin.png,3.0167,4.8920
tome,379,a photo of a howler monkey,0,0.5,0.0,generated/tome/class_0379_seed0_a_photo_of_a_howler_monkey.png,3.0142,4.8920
tome,379,a photo of a howler monkey,1,0.5,0.0,generated/tome/class_0379_seed1_a_photo_of_a_howler_monkey.png,3.0168,4.8920
tome,380,a photo of a titi,0,0.5,0.0,generated/tome/class_0380_seed0_a_photo_of_a_titi.png,3.0126,4.8920
tome,380,a photo of a titi,1,0.5,0.0,generated/tome/class_0380_seed1_a_photo_of_a_titi.png,3.0134,4.8920
tome,381,a photo of a spider monkey,0,0.5,0.0,generated/tome/class_0381_seed0_a_photo_of_a_spider_monkey.png,3.0130,4.8920
tome,381,a photo of a spider monkey,1,0.5,0.0,generated/tome/class_0381_seed1_a_photo_of_a_spider_monkey.png,3.0186,4.8920
tome,382,a photo of a squirrel monkey,0,0.5,0.0,generated/tome/class_0382_seed0_a_photo_of_a_squirrel_monkey.png,3.0155,4.8920
tome,382,a photo of a squirrel monkey,1,0.5,0.0,generated/tome/class_0382_seed1_a_photo_of_a_squirrel_monkey.png,3.0150,4.8920
tome,383,a photo of a Madagascar cat,0,0.5,0.0,generated/tome/class_0383_seed0_a_photo_of_a_Madagascar_cat.png,3.0149,4.8920
tome,383,a photo of a Madagascar cat,1,0.5,0.0,generated/tome/class_0383_seed1_a_photo_of_a_Madagascar_cat.png,3.0140,4.8920
tome,384,a photo of a indri,0,0.5,0.0,generated/tome/class_0384_seed0_a_photo_of_a_indri.png,3.0097,4.8920
tome,384,a photo of a indri,1,0.5,0.0,generated/tome/class_0384_seed1_a_photo_of_a_indri.png,3.0284,4.8920
tome,385,a photo of a Indian elephant,0,0.5,0.0,generated/tome/class_0385_seed0_a_photo_of_a_Indian_elephant.png,3.0055,4.8920
tome,385,a photo of a Indian elephant,1,0.5,0.0,generated/tome/class_0385_seed1_a_photo_of_a_Indian_elephant.png,3.0163,4.8920
tome,386,a photo of a African elephant,0,0.5,0.0,generated/tome/class_0386_seed0_a_photo_of_a_African_elephant.png,3.0142,4.8920
tome,386,a photo of a African elephant,1,0.5,0.0,generated/tome/class_0386_seed1_a_photo_of_a_African_elephant.png,3.0109,4.8920
tome,387,a photo of a lesser panda,0,0.5,0.0,generated/tome/class_0387_seed0_a_photo_of_a_lesser_panda.png,3.0144,4.8920
tome,387,a photo of a lesser panda,1,0.5,0.0,generated/tome/class_0387_seed1_a_photo_of_a_lesser_panda.png,3.0139,4.8920
tome,388,a photo of a giant panda,0,0.5,0.0,generated/tome/class_0388_seed0_a_photo_of_a_giant_panda.png,3.0126,4.8920
tome,388,a photo of a giant panda,1,0.5,0.0,generated/tome/class_0388_seed1_a_photo_of_a_giant_panda.png,3.0136,4.8920
tome,389,a photo of a barracouta,0,0.5,0.0,generated/tome/class_0389_seed0_a_photo_of_a_barracouta.png,3.0120,4.8920
tome,389,a photo of a barracouta,1,0.5,0.0,generated/tome/class_0389_seed1_a_photo_of_a_barracouta.png,3.0100,4.8920
tome,390,a photo of a eel,0,0.5,0.0,generated/tome/class_0390_seed0_a_photo_of_a_eel.png,3.0123,4.8920
tome,390,a photo of a eel,1,0.5,0.0,generated/tome/class_0390_seed1_a_photo_of_a_eel.png,3.0144,4.8920
tome,391,a photo of a coho,0,0.5,0.0,generated/tome/class_0391_seed0_a_photo_of_a_coho.png,3.0108,4.8920
tome,391,a photo of a coho,1,0.5,0.0,generated/tome/class_0391_seed1_a_photo_of_a_coho.png,3.0133,4.8920
tome,392,a photo of a rock beauty,0,0.5,0.0,generated/tome/class_0392_seed0_a_photo_of_a_rock_beauty.png,3.0167,4.8920
tome,392,a photo of a rock beauty,1,0.5,0.0,generated/tome/class_0392_seed1_a_photo_of_a_rock_beauty.png,3.0096,4.8920
tome,393,a photo of a anemone fish,0,0.5,0.0,generated/tome/class_0393_seed0_a_photo_of_a_anemone_fish.png,3.0150,4.8920
tome,393,a photo of a anemone fish,1,0.5,0.0,generated/tome/class_0393_seed1_a_photo_of_a_anemone_fish.png,3.0144,4.8920
tome,394,a photo of a sturgeon,0,0.5,0.0,generated/tome/class_0394_seed0_a_photo_of_a_sturgeon.png,3.0139,4.8920
tome,394,a photo of a sturgeon,1,0.5,0.0,generated/tome/class_0394_seed1_a_photo_of_a_sturgeon.png,3.0448,4.8920
tome,395,a photo of a gar,0,0.5,0.0,generated/tome/class_0395_seed0_a_photo_of_a_gar.png,3.0326,4.8920
tome,395,a photo of a gar,1,0.5,0.0,generated/tome/class_0395_seed1_a_photo_of_a_gar.png,3.0115,4.8920
tome,396,a photo of a lionfish,0,0.5,0.0,generated/tome/class_0396_seed0_a_photo_of_a_lionfish.png,3.0378,4.8920
tome,396,a photo of a lionfish,1,0.5,0.0,generated/tome/class_0396_seed1_a_photo_of_a_lionfish.png,3.0174,4.8920
tome,397,a photo of a puffer,0,0.5,0.0,generated/tome/class_0397_seed0_a_photo_of_a_puffer.png,3.0175,4.8920
tome,397,a photo of a puffer,1,0.5,0.0,generated/tome/class_0397_seed1_a_photo_of_a_puffer.png,3.0806,4.8920
tome,398,a photo of a abacus,0,0.5,0.0,generated/tome/class_0398_seed0_a_photo_of_a_abacus.png,3.0158,4.8920
tome,398,a photo of a abacus,1,0.5,0.0,generated/tome/class_0398_seed1_a_photo_of_a_abacus.png,3.0301,4.8920
tome,399,a photo of a abaya,0,0.5,0.0,generated/tome/class_0399_seed0_a_photo_of_a_abaya.png,3.1278,4.8920
tome,399,a photo of a abaya,1,0.5,0.0,generated/tome/class_0399_seed1_a_photo_of_a_abaya.png,3.0113,4.8920
tome,400,a photo of a academic gown,0,0.5,0.0,generated/tome/class_0400_seed0_a_photo_of_a_academic_gown.png,3.0391,4.8920
tome,400,a photo of a academic gown,1,0.5,0.0,generated/tome/class_0400_seed1_a_photo_of_a_academic_gown.png,3.0161,4.8920
tome,401,a photo of a accordion,0,0.5,0.0,generated/tome/class_0401_seed0_a_photo_of_a_accordion.png,3.0118,4.8920
tome,401,a photo of a accordion,1,0.5,0.0,generated/tome/class_0401_seed1_a_photo_of_a_accordion.png,3.0160,4.8920
tome,402,a photo of a acoustic guitar,0,0.5,0.0,generated/tome/class_0402_seed0_a_photo_of_a_acoustic_guitar.png,3.0291,4.8920
tome,402,a photo of a acoustic guitar,1,0.5,0.0,generated/tome/class_0402_seed1_a_photo_of_a_acoustic_guitar.png,3.0340,4.8920
tome,403,a photo of a aircraft carrier,0,0.5,0.0,generated/tome/class_0403_seed0_a_photo_of_a_aircraft_carrier.png,3.0236,4.8920
tome,403,a photo of a aircraft carrier,1,0.5,0.0,generated/tome/class_0403_seed1_a_photo_of_a_aircraft_carrier.png,3.0246,4.8920
tome,404,a photo of a airliner,0,0.5,0.0,generated/tome/class_0404_seed0_a_photo_of_a_airliner.png,3.0284,4.8920
tome,404,a photo of a airliner,1,0.5,0.0,generated/tome/class_0404_seed1_a_photo_of_a_airliner.png,3.0331,4.8920
tome,405,a photo of a airship,0,0.5,0.0,generated/tome/class_0405_seed0_a_photo_of_a_airship.png,3.1441,4.8920
tome,405,a photo of a airship,1,0.5,0.0,generated/tome/class_0405_seed1_a_photo_of_a_airship.png,3.0090,4.8920
tome,406,a photo of a altar,0,0.5,0.0,generated/tome/class_0406_seed0_a_photo_of_a_altar.png,3.0141,4.8920
tome,406,a photo of a altar,1,0.5,0.0,generated/tome/class_0406_seed1_a_photo_of_a_altar.png,3.0278,4.8920
tome,407,a photo of a ambulance,0,0.5,0.0,generated/tome/class_0407_seed0_a_photo_of_a_ambulance.png,3.0565,4.8920
tome,407,a photo of a ambulance,1,0.5,0.0,generated/tome/class_0407_seed1_a_photo_of_a_ambulance.png,3.1913,4.8920
tome,408,a photo of a amphibian,0,0.5,0.0,generated/tome/class_0408_seed0_a_photo_of_a_amphibian.png,3.0395,4.8920
tome,408,a photo of a amphibian,1,0.5,0.0,generated/tome/class_0408_seed1_a_photo_of_a_amphibian.png,3.0601,4.8920
tome,409,a photo of a analog clock,0,0.5,0.0,generated/tome/class_0409_seed0_a_photo_of_a_analog_clock.png,3.0275,4.8920
tome,409,a photo of a analog clock,1,0.5,0.0,generated/tome/class_0409_seed1_a_photo_of_a_analog_clock.png,3.0237,4.8920
tome,410,a photo of a apiary,0,0.5,0.0,generated/tome/class_0410_seed0_a_photo_of_a_apiary.png,3.0250,4.8920
tome,410,a photo of a apiary,1,0.5,0.0,generated/tome/class_0410_seed1_a_photo_of_a_apiary.png,3.0222,4.8920
tome,411,a photo of a apron,0,0.5,0.0,generated/tome/class_0411_seed0_a_photo_of_a_apron.png,3.0304,4.8920
tome,411,a photo of a apron,1,0.5,0.0,generated/tome/class_0411_seed1_a_photo_of_a_apron.png,3.0226,4.8920
tome,412,a photo of a ashcan,0,0.5,0.0,generated/tome/class_0412_seed0_a_photo_of_a_ashcan.png,3.0232,4.8920
tome,412,a photo of a ashcan,1,0.5,0.0,generated/tome/class_0412_seed1_a_photo_of_a_ashcan.png,3.0210,4.8920
tome,413,a photo of a assault rifle,0,0.5,0.0,generated/tome/class_0413_seed0_a_photo_of_a_assault_rifle.png,3.0298,4.8920
tome,413,a photo of a assault rifle,1,0.5,0.0,generated/tome/class_0413_seed1_a_photo_of_a_assault_rifle.png,3.0205,4.8920
tome,414,a photo of a backpack,0,0.5,0.0,generated/tome/class_0414_seed0_a_photo_of_a_backpack.png,3.0191,4.8920
tome,414,a photo of a backpack,1,0.5,0.0,generated/tome/class_0414_seed1_a_photo_of_a_backpack.png,3.0172,4.8920
tome,415,a photo of a bakery,0,0.5,0.0,generated/tome/class_0415_seed0_a_photo_of_a_bakery.png,3.0213,4.8920
tome,415,a photo of a bakery,1,0.5,0.0,generated/tome/class_0415_seed1_a_photo_of_a_bakery.png,3.0271,4.8920
tome,416,a photo of a balance beam,0,0.5,0.0,generated/tome/class_0416_seed0_a_photo_of_a_balance_beam.png,3.0252,4.8920
tome,416,a photo of a balance beam,1,0.5,0.0,generated/tome/class_0416_seed1_a_photo_of_a_balance_beam.png,3.0254,4.8920
tome,417,a photo of a balloon,0,0.5,0.0,generated/tome/class_0417_seed0_a_photo_of_a_balloon.png,3.0178,4.8920
tome,417,a photo of a balloon,1,0.5,0.0,generated/tome/class_0417_seed1_a_photo_of_a_balloon.png,3.0215,4.8920
tome,418,a photo of a ballpoint,0,0.5,0.0,generated/tome/class_0418_seed0_a_photo_of_a_ballpoint.png,3.0203,4.8920
tome,418,a photo of a ballpoint,1,0.5,0.0,generated/tome/class_0418_seed1_a_photo_of_a_ballpoint.png,3.0294,4.8920
tome,419,a photo of a Band Aid,0,0.5,0.0,generated/tome/class_0419_seed0_a_photo_of_a_Band_Aid.png,3.0179,4.8920
tome,419,a photo of a Band Aid,1,0.5,0.0,generated/tome/class_0419_seed1_a_photo_of_a_Band_Aid.png,3.0230,4.8920
tome,420,a photo of a banjo,0,0.5,0.0,generated/tome/class_0420_seed0_a_photo_of_a_banjo.png,3.0172,4.8920
tome,420,a photo of a banjo,1,0.5,0.0,generated/tome/class_0420_seed1_a_photo_of_a_banjo.png,3.0289,4.8920
tome,421,a photo of a bannister,0,0.5,0.0,generated/tome/class_0421_seed0_a_photo_of_a_bannister.png,3.0251,4.8920
tome,421,a photo of a bannister,1,0.5,0.0,generated/tome/class_0421_seed1_a_photo_of_a_bannister.png,3.0220,4.8920
tome,422,a photo of a barbell,0,0.5,0.0,generated/tome/class_0422_seed0_a_photo_of_a_barbell.png,3.0284,4.8920
tome,422,a photo of a barbell,1,0.5,0.0,generated/tome/class_0422_seed1_a_photo_of_a_barbell.png,3.0238,4.8920
tome,423,a photo of a barber chair,0,0.5,0.0,generated/tome/class_0423_seed0_a_photo_of_a_barber_chair.png,3.0255,4.8920
tome,423,a photo of a barber chair,1,0.5,0.0,generated/tome/class_0423_seed1_a_photo_of_a_barber_chair.png,3.0176,4.8920
tome,424,a photo of a barbershop,0,0.5,0.0,generated/tome/class_0424_seed0_a_photo_of_a_barbershop.png,3.0243,4.8920
tome,424,a photo of a barbershop,1,0.5,0.0,generated/tome/class_0424_seed1_a_photo_of_a_barbershop.png,3.0204,4.8920
tome,425,a photo of a barn,0,0.5,0.0,generated/tome/class_0425_seed0_a_photo_of_a_barn.png,3.0203,4.8920
tome,425,a photo of a barn,1,0.5,0.0,generated/tome/class_0425_seed1_a_photo_of_a_barn.png,3.0158,4.8920
tome,426,a photo of a barometer,0,0.5,0.0,generated/tome/class_0426_seed0_a_photo_of_a_barometer.png,3.0244,4.8920
tome,426,a photo of a barometer,1,0.5,0.0,generated/tome/class_0426_seed1_a_photo_of_a_barometer.png,3.0140,4.8920
tome,427,a photo of a barrel,0,0.5,0.0,generated/tome/class_0427_seed0_a_photo_of_a_barrel.png,3.0121,4.8920
tome,427,a photo of a barrel,1,0.5,0.0,generated/tome/class_0427_seed1_a_photo_of_a_barrel.png,3.0182,4.8920
tome,428,a photo of a barrow,0,0.5,0.0,generated/tome/class_0428_seed0_a_photo_of_a_barrow.png,3.0147,4.8920
tome,428,a photo of a barrow,1,0.5,0.0,generated/tome/class_0428_seed1_a_photo_of_a_barrow.png,3.0217,4.8920
tome,429,a photo of a baseball,0,0.5,0.0,generated/tome/class_0429_seed0_a_photo_of_a_baseball.png,3.0130,4.8920
tome,429,a photo of a baseball,1,0.5,0.0,generated/tome/class_0429_seed1_a_photo_of_a_baseball.png,3.0196,4.8920
tome,430,a photo of a basketball,0,0.5,0.0,generated/tome/class_0430_seed0_a_photo_of_a_basketball.png,3.0207,4.8920
tome,430,a photo of a basketball,1,0.5,0.0,generated/tome/class_0430_seed1_a_photo_of_a_basketball.png,3.0216,4.8920
tome,431,a photo of a bassinet,0,0.5,0.0,generated/tome/class_0431_seed0_a_photo_of_a_bassinet.png,3.0124,4.8920
tome,431,a photo of a bassinet,1,0.5,0.0,generated/tome/class_0431_seed1_a_photo_of_a_bassinet.png,3.0247,4.8920
tome,432,a photo of a bassoon,0,0.5,0.0,generated/tome/class_0432_seed0_a_photo_of_a_bassoon.png,3.0195,4.8920
tome,432,a photo of a bassoon,1,0.5,0.0,generated/tome/class_0432_seed1_a_photo_of_a_bassoon.png,3.0191,4.8920
tome,433,a photo of a bathing cap,0,0.5,0.0,generated/tome/class_0433_seed0_a_photo_of_a_bathing_cap.png,3.0177,4.8920
tome,433,a photo of a bathing cap,1,0.5,0.0,generated/tome/class_0433_seed1_a_photo_of_a_bathing_cap.png,3.0127,4.8920
tome,434,a photo of a bath towel,0,0.5,0.0,generated/tome/class_0434_seed0_a_photo_of_a_bath_towel.png,3.0202,4.8920
tome,434,a photo of a bath towel,1,0.5,0.0,generated/tome/class_0434_seed1_a_photo_of_a_bath_towel.png,3.0181,4.8920
tome,435,a photo of a bathtub,0,0.5,0.0,generated/tome/class_0435_seed0_a_photo_of_a_bathtub.png,3.0146,4.8920
tome,435,a photo of a bathtub,1,0.5,0.0,generated/tome/class_0435_seed1_a_photo_of_a_bathtub.png,3.0088,4.8920
tome,436,a photo of a beach wagon,0,0.5,0.0,generated/tome/class_0436_seed0_a_photo_of_a_beach_wagon.png,3.0224,4.8920
tome,436,a photo of a beach wagon,1,0.5,0.0,generated/tome/class_0436_seed1_a_photo_of_a_beach_wagon.png,3.0177,4.8920
tome,437,a photo of a beacon,0,0.5,0.0,generated/tome/class_0437_seed0_a_photo_of_a_beacon.png,3.0204,4.8920
tome,437,a photo of a beacon,1,0.5,0.0,generated/tome/class_0437_seed1_a_photo_of_a_beacon.png,3.0174,4.8920
tome,438,a photo of a beaker,0,0.5,0.0,generated/tome/class_0438_seed0_a_photo_of_a_beaker.png,3.0214,4.8920
tome,438,a photo of a beaker,1,0.5,0.0,generated/tome/class_0438_seed1_a_photo_of_a_beaker.png,3.0192,4.8920
tome,439,a photo of a bearskin,0,0.5,0.0,generated/tome/class_0439_seed0_a_photo_of_a_bearskin.png,3.0191,4.8920
tome,439,a photo of a bearskin,1,0.5,0.0,generated/tome/class_0439_seed1_a_photo_of_a_bearskin.png,3.0162,4.8920
tome,440,a photo of a beer bottle,0,0.5,0.0,generated/tome/class_0440_seed0_a_photo_of_a_beer_bottle.png,3.0190,4.8920
tome,440,a photo of a beer bottle,1,0.5,0.0,generated/tome/class_0440_seed1_a_photo_of_a_beer_bottle.png,3.0190,4.8920
tome,441,a photo of a beer glass,0,0.5,0.0,generated/tome/class_0441_seed0_a_photo_of_a_beer_glass.png,3.0157,4.8920
tome,441,a photo of a beer glass,1,0.5,0.0,generated/tome/class_0441_seed1_a_photo_of_a_beer_glass.png,3.0253,4.8920
tome,442,a photo of a bell cote,0,0.5,0.0,generated/tome/class_0442_seed0_a_photo_of_a_bell_cote.png,3.0183,4.8920
tome,442,a photo of a bell cote,1,0.5,0.0,generated/tome/class_0442_seed1_a_photo_of_a_bell_cote.png,3.0219,4.8920
tome,443,a photo of a bib,0,0.5,0.0,generated/tome/class_0443_seed0_a_photo_of_a_bib.png,3.0172,4.8920
tome,443,a photo of a bib,1,0.5,0.0,generated/tome/class_0443_seed1_a_photo_of_a_bib.png,3.0205,4.8920
tome,444,a photo of a bicycle-built-for-two,0,0.5,0.0,generated/tome/class_0444_seed0_a_photo_of_a_bicycle-built-for-two.png,3.0166,4.8920
tome,444,a photo of a bicycle-built-for-two,1,0.5,0.0,generated/tome/class_0444_seed1_a_photo_of_a_bicycle-built-for-two.png,3.0216,4.8920
tome,445,a photo of a bikini,0,0.5,0.0,generated/tome/class_0445_seed0_a_photo_of_a_bikini.png,3.0168,4.8920
tome,445,a photo of a bikini,1,0.5,0.0,generated/tome/class_0445_seed1_a_photo_of_a_bikini.png,3.0211,4.8920
tome,446,a photo of a binder,0,0.5,0.0,generated/tome/class_0446_seed0_a_photo_of_a_binder.png,3.0225,4.8920
tome,446,a photo of a binder,1,0.5,0.0,generated/tome/class_0446_seed1_a_photo_of_a_binder.png,3.0228,4.8920
tome,447,a photo of a binoculars,0,0.5,0.0,generated/tome/class_0447_seed0_a_photo_of_a_binoculars.png,3.0262,4.8920
tome,447,a photo of a binoculars,1,0.5,0.0,generated/tome/class_0447_seed1_a_photo_of_a_binoculars.png,3.0177,4.8920
tome,448,a photo of a birdhouse,0,0.5,0.0,generated/tome/class_0448_seed0_a_photo_of_a_birdhouse.png,3.0252,4.8920
tome,448,a photo of a birdhouse,1,0.5,0.0,generated/tome/class_0448_seed1_a_photo_of_a_birdhouse.png,3.0205,4.8920
tome,449,a photo of a boathouse,0,0.5,0.0,generated/tome/class_0449_seed0_a_photo_of_a_boathouse.png,3.0199,4.8920
tome,449,a photo of a boathouse,1,0.5,0.0,generated/tome/class_0449_seed1_a_photo_of_a_boathouse.png,3.0169,4.8920
tome,450,a photo of a bobsled,0,0.5,0.0,generated/tome/class_0450_seed0_a_photo_of_a_bobsled.png,3.0214,4.8920
tome,450,a photo of a bobsled,1,0.5,0.0,generated/tome/class_0450_seed1_a_photo_of_a_bobsled.png,3.0183,4.8920
tome,451,a photo of a bolo tie,0,0.5,0.0,generated/tome/class_0451_seed0_a_photo_of_a_bolo_tie.png,3.0189,4.8920
tome,451,a photo of a bolo tie,1,0.5,0.0,generated/tome/class_0451_seed1_a_photo_of_a_bolo_tie.png,3.0203,4.8920
tome,452,a photo of a bonnet,0,0.5,0.0,generated/tome/class_0452_seed0_a_photo_of_a_bonnet.png,3.0204,4.8920
tome,452,a photo of a bonnet,1,0.5,0.0,generated/tome/class_0452_seed1_a_photo_of_a_bonnet.png,3.0152,4.8920
tome,453,a photo of a bookcase,0,0.5,0.0,generated/tome/class_0453_seed0_a_photo_of_a_bookcase.png,3.0230,4.8920
tome,453,a photo of a bookcase,1,0.5,0.0,generated/tome/class_0453_seed1_a_photo_of_a_bookcase.png,3.0244,4.8920
tome,454,a photo of a bookshop,0,0.5,0.0,generated/tome/class_0454_seed0_a_photo_of_a_bookshop.png,3.0173,4.8920
tome,454,a photo of a bookshop,1,0.5,0.0,generated/tome/class_0454_seed1_a_photo_of_a_bookshop.png,3.0278,4.8920
tome,455,a photo of a bottlecap,0,0.5,0.0,generated/tome/class_0455_seed0_a_photo_of_a_bottlecap.png,3.0231,4.8920
tome,455,a photo of a bottlecap,1,0.5,0.0,generated/tome/class_0455_seed1_a_photo_of_a_bottlecap.png,3.0254,4.8920
tome,456,a photo of a bow,0,0.5,0.0,generated/tome/class_0456_seed0_a_photo_of_a_bow.png,3.0184,4.8920
tome,456,a photo of a bow,1,0.5,0.0,generated/tome/class_0456_seed1_a_photo_of_a_bow.png,3.0216,4.8920
tome,457,a photo of a bow tie,0,0.5,0.0,generated/tome/class_0457_seed0_a_photo_of_a_bow_tie.png,3.0240,4.8920
tome,457,a photo of a bow tie,1,0.5,0.0,generated/tome/class_0457_seed1_a_photo_of_a_bow_tie.png,3.0235,4.8920
tome,458,a photo of a brass,0,0.5,0.0,generated/tome/class_0458_seed0_a_photo_of_a_brass.png,3.0210,4.8920
tome,458,a photo of a brass,1,0.5,0.0,generated/tome/class_0458_seed1_a_photo_of_a_brass.png,3.0176,4.8920
tome,459,a photo of a brassiere,0,0.5,0.0,generated/tome/class_0459_seed0_a_photo_of_a_brassiere.png,3.0147,4.8920
tome,459,a photo of a brassiere,1,0.5,0.0,generated/tome/class_0459_seed1_a_photo_of_a_brassiere.png,3.0210,4.8920
tome,460,a photo of a breakwater,0,0.5,0.0,generated/tome/class_0460_seed0_a_photo_of_a_breakwater.png,3.0288,4.8920
